
code	|	taxid	|	taxname	|	lineage
1	|	1453359	|	Candidatus Atelocyanobacterium	|	1453359 1890450 1118 1301283 3028117 1117 1798711 1783272 2 131567 
1	|	2036021	|	Agarilytica	|	2036021 1706371 1706369 1236 1224 2 131567 
1	|	2489367	|	Cyclonatronum	|	2489367 3024158 1853223 1853221 1936987 68336 1783270 2 131567 
1	|	2733107	|	Kanaloavirus	|	2733107 2946160 2731619 2731618 2731360 2731341 10239 
1	|	28231	|	Geobacter	|	28231 213422 3031668 3031651 200940 2 131567 
1	|	379068	|	Galbibacter	|	379068 49546 200644 117743 976 68336 1783270 2 131567 
1	|	2948925	|	Thonkovirus	|	2948925 1982876 2731619 2731618 2731360 2731341 10239 
1	|	83867	|	Palaeococcus	|	83867 2259 2258 183968 28890 3366610 2157 131567 
1	|	323620	|	Shinella	|	323620 82115 356 28211 1224 2 131567 
1	|	286130	|	Sulfuricurvum	|	286130 2771471 213849 3031852 29547 2 131567 
1	|	53	|	Nannocystis	|	53 224463 3031713 3031711 2818505 2 131567 
1	|	414878	|	Catenulispora	|	414878 414877 414714 1760 201174 1783272 2 131567 
1	|	2920444	|	Mangrovibacillus	|	2920444 186817 1385 91061 1239 1783272 2 131567 
1	|	1004301	|	Flavihumibacter	|	1004301 563835 1853229 1853228 976 68336 1783270 2 131567 
1	|	1649461	|	Imperialibacter	|	1649461 200667 768507 768503 976 68336 1783270 2 131567 
1	|	255204	|	Pseudoclavibacter	|	255204 85023 85006 1760 201174 1783272 2 131567 
1	|	79598	|	Heliorestis	|	79598 31984 186802 186801 1239 1783272 2 131567 
1	|	29331	|	Amphibacillus	|	29331 186817 1385 91061 1239 1783272 2 131567 
1	|	196118	|	Methanocaldococcus	|	196118 196117 2182 183939 2283794 28890 3366610 2157 131567 
1	|	1982900	|	Rosebushvirus	|	1982900 1982876 2731619 2731618 2731360 2731341 10239 
1	|	1623276	|	Barnyardvirus	|	1623276 2731619 2731618 2731360 2731341 10239 
1	|	843	|	Wolinella	|	843 72293 213849 3031852 29547 2 131567 
1	|	2571160	|	Trinickia	|	2571160 119060 80840 28216 1224 2 131567 
1	|	2843386	|	Gilsonvirus	|	2843386 3044647 3044479 2731619 2731618 2731360 2731341 10239 
1	|	3065677	|	Natrononativus	|	3065677 1644061 2235 183963 2290931 28890 3366610 2157 131567 
1	|	29465	|	Veillonella	|	29465 31977 1843489 909932 1239 1783272 2 131567 
1	|	1987146	|	Schmidvirus	|	1987146 2731619 2731618 2731360 2731341 10239 
1	|	2175	|	Methanohalophilus	|	2175 2206 94695 224756 2290931 28890 3366610 2157 131567 
1	|	3044778	|	Oceanusvirus	|	3044778 3044456 2732554 2732523 2732007 2732005 2732004 10239 
1	|	219181	|	Ottowia	|	219181 80864 80840 28216 1224 2 131567 
1	|	2733181	|	Jacevirus	|	2733181 2731619 2731618 2731360 2731341 10239 
1	|	644355	|	Inhella	|	644355 2975441 80840 28216 1224 2 131567 
1	|	2546365	|	Rippkaea	|	2546365 1890450 1118 1301283 3028117 1117 1798711 1783272 2 131567 
1	|	1982748	|	Woesvirus	|	1982748 2731619 2731618 2731360 2731341 10239 
1	|	257820	|	Kerstersia	|	257820 506 80840 28216 1224 2 131567 
1	|	83551	|	Parachlamydia	|	83551 92713 1963360 204429 204428 1783257 2 131567 
1	|	41201	|	Ewingella	|	41201 1903411 91347 1236 1224 2 131567 
1	|	2781121	|	Thiosulfatimonas	|	2781121 135616 72273 1236 1224 2 131567 
1	|	1612157	|	Pararhodospirillum	|	1612157 41295 204441 28211 1224 2 131567 
1	|	10278	|	Molluscipoxvirus	|	10278 10241 10240 2732527 2732525 2732007 2732005 2732004 10239 
1	|	2766927	|	Persicimonas	|	2766927 1779135 1779134 28221 68525 2 131567 
1	|	1593364	|	Candidatus Nitrosopelagicus	|	1593364 651142 651137 1783275 2157 131567 
1	|	42	|	Cystobacter	|	42 39 80811 29 32015 2818505 2 131567 
1	|	1269	|	Micrococcus	|	1269 1268 85006 1760 201174 1783272 2 131567 
1	|	1579505	|	Rubripirellula	|	1579505 2691357 2691354 203683 203682 1783257 2 131567 
1	|	291988	|	Thermosediminibacter	|	291988 2770093 2770089 186801 1239 1783272 2 131567 
1	|	200414	|	Caldisphaera	|	200414 255472 871006 183924 28889 1783275 2157 131567 
1	|	2948765	|	Imvubuvirus	|	2948765 1982876 2731619 2731618 2731360 2731341 10239 
1	|	2038676	|	Paludihabitans	|	2038676 216572 186802 186801 1239 1783272 2 131567 
1	|	34084	|	Riemerella	|	34084 2762318 200644 117743 976 68336 1783270 2 131567 
1	|	2843132	|	Weheuvirus	|	2843132 2842332 2842249 2842243 2732407 2732396 2559587 10239 
1	|	2733087	|	Ahtivirus	|	2733087 2946160 2731619 2731618 2731360 2731341 10239 
1	|	2733094	|	Baikalvirus	|	2733094 2731619 2731618 2731360 2731341 10239 
1	|	2917830	|	Leptothermofonsia	|	2917830 1890438 3079749 3028117 1117 1798711 1783272 2 131567 
1	|	919	|	Thiobacillus	|	919 2008790 32003 28216 1224 2 131567 
1	|	1506574	|	Protoparvovirus	|	1506574 40119 10780 2732534 2732422 2732415 2732092 2731342 10239 
1	|	2056	|	Sphaerobacter	|	2056 85002 255728 85001 189775 3027942 1783272 2 131567 
1	|	3044825	|	Shoyavirus	|	3044825 2731619 2731618 2731360 2731341 10239 
1	|	46239	|	Mesoplasma	|	46239 33925 186328 31969 544448 1783272 2 131567 
1	|	3029205	|	Abyssibius	|	3029205 31989 204455 28211 1224 2 131567 
1	|	1920865	|	Tlsvirus	|	1920865 2732047 2731691 2731619 2731618 2731360 2731341 10239 
1	|	168470	|	Laribacter	|	168470 2897176 206351 28216 1224 2 131567 
1	|	235888	|	Salinibacterium	|	235888 85023 85006 1760 201174 1783272 2 131567 
1	|	2560238	|	Tidunavirus	|	2560238 2842518 2731619 2731618 2731360 2731341 10239 
1	|	18	|	Pelobacter	|	18 213421 69541 3031651 200940 2 131567 
1	|	1193324	|	Alkalitalea	|	1193324 558415 1970189 200643 976 68336 1783270 2 131567 
1	|	970	|	Selenomonas	|	970 1843491 909929 909932 1239 1783272 2 131567 
1	|	2733211	|	Schnabeltiervirus	|	2733211 2731619 2731618 2731360 2731341 10239 
1	|	1434014	|	Lentibacter	|	1434014 2854170 204455 28211 1224 2 131567 
1	|	2678886	|	Pulveribacter	|	2678886 80864 80840 28216 1224 2 131567 
1	|	2943019	|	Sharonstreetvirus	|	2943019 2943001 2731619 2731618 2731360 2731341 10239 
1	|	697025	|	Hoyosella	|	697025 3040680 85007 1760 201174 1783272 2 131567 
1	|	2042066	|	Paraphotobacterium	|	2042066 641 135623 1236 1224 2 131567 
1	|	2946800	|	Angelvirus	|	2946800 2946170 2731619 2731618 2731360 2731341 10239 
1	|	2601651	|	Candidatus Nesciobacter	|	2601651 44746 1921002 28211 1224 2 131567 
1	|	412033	|	Celerinatantimonas	|	412033 412032 118884 1236 1224 2 131567 
1	|	190323	|	Plantibacter	|	190323 85023 85006 1760 201174 1783272 2 131567 
1	|	290180	|	Roseivirga	|	290180 2762306 768507 768503 976 68336 1783270 2 131567 
1	|	3044671	|	Batravirus	|	3044671 548682 548681 2731363 2731361 2731360 2731341 10239 
1	|	74032	|	Antarctobacter	|	74032 2854170 204455 28211 1224 2 131567 
1	|	39773	|	Methylomicrobium	|	39773 403 135618 1236 1224 2 131567 
1	|	2996317	|	Candidatus Tisiphia	|	2996317 33988 775 766 28211 1224 2 131567 
1	|	363408	|	Nonlabens	|	363408 49546 200644 117743 976 68336 1783270 2 131567 
1	|	2948949	|	Vipetofemvirus	|	2948949 2946623 2731619 2731618 2731360 2731341 10239 
1	|	47420	|	Hydrogenophaga	|	47420 80864 80840 28216 1224 2 131567 
1	|	1051898	|	Actimicrobium	|	1051898 75682 80840 28216 1224 2 131567 
1	|	1993653	|	Candidatus Nitrosomarinus	|	1993653 338190 31932 1643678 651137 1783275 2157 131567 
1	|	2843365	|	Chopinvirus	|	2843365 2731619 2731618 2731360 2731341 10239 
1	|	1030	|	Thiothrix	|	1030 135617 72273 1236 1224 2 131567 
1	|	2831443	|	Heliomicrobium	|	2831443 31984 186802 186801 1239 1783272 2 131567 
1	|	2781120	|	Thiosulfativibrio	|	2781120 135616 72273 1236 1224 2 131567 
1	|	3044752	|	Maaswegvirus	|	3044752 2731619 2731618 2731360 2731341 10239 
1	|	2039723	|	Thiomicrorhabdus	|	2039723 135616 72273 1236 1224 2 131567 
1	|	2715734	|	Candidatus Chazhemtobacterium	|	2715734 2715733 2715732 1794810 1783273 1783234 2323 2 131567 
1	|	1124625	|	Stakelama	|	1124625 41297 204457 28211 1224 2 131567 
1	|	286104	|	Winogradskyella	|	286104 49546 200644 117743 976 68336 1783270 2 131567 
1	|	469322	|	Steroidobacter	|	469322 2689614 3060226 1236 1224 2 131567 
1	|	1982251	|	Pahexavirus	|	1982251 2731619 2731618 2731360 2731341 10239 
1	|	1857843	|	Kayvirus	|	1857843 2560081 2560065 2731619 2731618 2731360 2731341 10239 
1	|	1257	|	Peptostreptococcus	|	1257 186804 3082720 186801 1239 1783272 2 131567 
1	|	2005380	|	Mariniblastus	|	2005380 2691357 2691354 203683 203682 1783257 2 131567 
1	|	204037	|	Dickeya	|	204037 1903410 91347 1236 1224 2 131567 
1	|	42837	|	Ammonifex	|	42837 186814 68295 186801 1239 1783272 2 131567 
1	|	2838250	|	Kaustia	|	2838250 2813035 356 28211 1224 2 131567 
1	|	169682	|	Myohalovirus	|	169682 2946172 2731619 2731618 2731360 2731341 10239 
1	|	79328	|	Chitinophaga	|	79328 563835 1853229 1853228 976 68336 1783270 2 131567 
1	|	2948875	|	Purkyvirus	|	2948875 1982878 2731619 2731618 2731360 2731341 10239 
1	|	2886866	|	Sinanaerobacter	|	2886866 543314 538999 186802 186801 1239 1783272 2 131567 
1	|	475087	|	Methanosphaerula	|	475087 1198451 2191 224756 2290931 28890 3366610 2157 131567 
1	|	2948790	|	Kumaovirus	|	2948790 2946173 2731619 2731618 2731360 2731341 10239 
1	|	810	|	Chlamydia	|	810 1113537 809 51291 204429 204428 1783257 2 131567 
1	|	189326	|	Gelria	|	189326 186814 68295 186801 1239 1783272 2 131567 
1	|	1524249	|	Pseudohongiella	|	1524249 3085095 72274 1236 1224 2 131567 
1	|	2842368	|	Alphadintovirus	|	2842368 2597805 2842248 2842244 2732008 2732005 2732004 10239 
1	|	2948952	|	Whopevirus	|	2948952 2942972 2942964 1978007 2731619 2731618 2731360 2731341 10239 
1	|	88	|	Leptothrix	|	88 2975441 80840 28216 1224 2 131567 
1	|	3044706	|	Dubuvirus	|	3044706 2731619 2731618 2731360 2731341 10239 
1	|	2975260	|	Parvicella	|	2975260 2975259 200644 117743 976 68336 1783270 2 131567 
1	|	269260	|	Nitratifractor	|	269260 2771472 213849 3031852 29547 2 131567 
1	|	1649466	|	Marinicauda	|	1649466 2800061 2800059 28211 1224 2 131567 
1	|	379546	|	Candidatus Aciduliprofundum	|	379546 1803510 2283796 3366610 2157 131567 
1	|	2034	|	Curtobacterium	|	2034 85023 85006 1760 201174 1783272 2 131567 
1	|	1084558	|	Oceanicoccus	|	1084558 1706375 1706369 1236 1224 2 131567 
1	|	112040	|	Zobellia	|	112040 49546 200644 117743 976 68336 1783270 2 131567 
1	|	119044	|	Filomicrobium	|	119044 45401 356 28211 1224 2 131567 
1	|	61593	|	Thiorhodovibrio	|	61593 1046 135613 1236 1224 2 131567 
1	|	2842663	|	Elpedvirus	|	2842663 2560065 2731619 2731618 2731360 2731341 10239 
1	|	1984776	|	Agricanvirus	|	1984776 2731619 2731618 2731360 2731341 10239 
1	|	68288	|	Cyclobacterium	|	68288 563798 768507 768503 976 68336 1783270 2 131567 
1	|	3044761	|	Megavirus	|	3044761 3044648 549779 2732554 2732523 2732007 2732005 2732004 10239 
1	|	392733	|	Terriglobus	|	392733 204434 204433 204432 57723 2 131567 
1	|	1980928	|	Sepunavirus	|	1980928 2560081 2560065 2731619 2731618 2731360 2731341 10239 
1	|	2731966	|	Pelagivirus	|	2731966 2731643 2731619 2731618 2731360 2731341 10239 
1	|	82980	|	Leminorella	|	82980 1903416 91347 1236 1224 2 131567 
1	|	2731207	|	Fairfaxidumvirus	|	2731207 2731619 2731618 2731360 2731341 10239 
1	|	1551504	|	Candidatus Babela	|	1551504 2497645 2497644 2497643 95901 1783234 2323 2 131567 
1	|	841	|	Roseburia	|	841 186803 3085636 186801 1239 1783272 2 131567 
1	|	1522128	|	Catalinimonas	|	1522128 1522127 768507 768503 976 68336 1783270 2 131567 
1	|	2733100	|	Charybdisvirus	|	2733100 2946160 2731619 2731618 2731360 2731341 10239 
1	|	2745	|	Halomonas	|	2745 28256 135619 1236 1224 2 131567 
1	|	2733169	|	Austintatiousvirus	|	2733169 2731619 2731618 2731360 2731341 10239 
1	|	2948665	|	Cinqassovirus	|	2948665 2946170 2731619 2731618 2731360 2731341 10239 
1	|	109471	|	Bisgaardia	|	109471 712 135625 1236 1224 2 131567 
1	|	1134403	|	Melioribacter	|	1134403 1334117 795748 795747 1134404 68336 1783270 2 131567 
1	|	2948869	|	Pleakleyvirus	|	2948869 2946629 2946175 2731619 2731618 2731360 2731341 10239 
1	|	3047433	|	Maliibacterium	|	3047433 3047432 186802 186801 1239 1783272 2 131567 
1	|	2733148	|	Shizishanvirus	|	2733148 2842329 2731619 2731618 2731360 2731341 10239 
1	|	2891322	|	Parazoarcus	|	2891322 2008794 206389 28216 1224 2 131567 
1	|	12960	|	Azoarcus	|	12960 2008794 206389 28216 1224 2 131567 
1	|	168657	|	Hydrogenobaculum	|	168657 64898 32069 187857 200783 2 131567 
1	|	2115980	|	Candidatus Phycorickettsia	|	2115980 775 766 28211 1224 2 131567 
1	|	336809	|	Candidatus Karelsulcia	|	336809 313602 200644 117743 976 68336 1783270 2 131567 
1	|	2942992	|	Culoivirus	|	2942992 2942969 2942966 1978007 2731619 2731618 2731360 2731341 10239 
1	|	1914165	|	Dhakavirus	|	1914165 1198136 2946170 2731619 2731618 2731360 2731341 10239 
1	|	112008	|	Ignatzschineria	|	112008 3018589 135615 1236 1224 2 131567 
1	|	33886	|	Rathayibacter	|	33886 85023 85006 1760 201174 1783272 2 131567 
1	|	59195	|	Rickettsiella	|	59195 118968 118969 1236 1224 2 131567 
1	|	10286	|	Betaentomopoxvirus	|	10286 10284 10240 2732527 2732525 2732007 2732005 2732004 10239 
1	|	3076670	|	Claveliimonas	|	3076670 186803 3085636 186801 1239 1783272 2 131567 
1	|	2560180	|	Myunavirus	|	2560180 2732014 2731690 2731619 2731618 2731360 2731341 10239 
1	|	2560122	|	Dismasvirus	|	2560122 2731619 2731618 2731360 2731341 10239 
1	|	444051	|	Mesoflavibacter	|	444051 49546 200644 117743 976 68336 1783270 2 131567 
1	|	2948654	|	Cebadecemvirus	|	2948654 2946156 2731619 2731618 2731360 2731341 10239 
1	|	2815296	|	Jejubacter	|	2815296 543 91347 1236 1224 2 131567 
1	|	1938335	|	Sulfuritortus	|	1938335 2008790 32003 28216 1224 2 131567 
1	|	2675229	|	Peribacillus	|	2675229 186817 1385 91061 1239 1783272 2 131567 
1	|	2719313	|	Enterocloster	|	2719313 186803 3085636 186801 1239 1783272 2 131567 
1	|	2946507	|	Microvenator	|	2946507 2946505 1779134 28221 68525 2 131567 
1	|	44259	|	Filifactor	|	44259 3118655 3082720 186801 1239 1783272 2 131567 
1	|	1653395	|	Reptarenavirus	|	1653395 11617 1980410 2497576 2497571 2497569 2732396 2559587 10239 
1	|	2903106	|	Haploplasma	|	2903106 2146 186329 31969 544448 1783272 2 131567 
1	|	2767327	|	Fannyhessea	|	2767327 1643824 84999 84998 201174 1783272 2 131567 
1	|	54304	|	Planktothrix	|	54304 1892252 1150 1301283 3028117 1117 1798711 1783272 2 131567 
1	|	241421	|	Crinalium	|	241421 1892255 3079757 3028117 1117 1798711 1783272 2 131567 
1	|	2843109	|	Usarudivirus	|	2843109 157897 1511857 2841637 2840024 2840023 2840022 10239 
1	|	212790	|	Sulfurihydrogenibium	|	212790 224027 32069 187857 200783 2 131567 
1	|	2321115	|	Halarcobacter	|	2321115 2808963 213849 3031852 29547 2 131567 
1	|	1543704	|	Niveispirillum	|	1543704 2829815 204441 28211 1224 2 131567 
1	|	216851	|	Faecalibacterium	|	216851 216572 186802 186801 1239 1783272 2 131567 
1	|	1855416	|	Qipengyuania	|	1855416 335929 204457 28211 1224 2 131567 
1	|	1653176	|	Cereibacter	|	1653176 31989 204455 28211 1224 2 131567 
1	|	2767893	|	Lentilactobacillus	|	2767893 33958 186826 91061 1239 1783272 2 131567 
1	|	558016	|	Alphabaculovirus	|	558016 10442 2840070 2840056 10239 
1	|	2948648	|	Callevirus	|	2948648 2946168 2731619 2731618 2731360 2731341 10239 
1	|	2843416	|	Leicestervirus	|	2843416 2731619 2731618 2731360 2731341 10239 
1	|	2683599	|	Paroceanicella	|	2683599 31989 204455 28211 1224 2 131567 
1	|	139331	|	Denitromonas	|	139331 2008794 206389 28216 1224 2 131567 
1	|	186764	|	Fromanvirus	|	186764 2731619 2731618 2731360 2731341 10239 
1	|	1348911	|	Coprobacter	|	1348911 2005519 171549 200643 976 68336 1783270 2 131567 
1	|	171003	|	Caloranaerobacter	|	171003 2848916 1737405 1737404 1239 1783272 2 131567 
1	|	45989	|	Methanoculleus	|	45989 2194 2191 224756 2290931 28890 3366610 2157 131567 
1	|	2948800	|	Leonardvirus	|	2948800 2731619 2731618 2731360 2731341 10239 
1	|	649460	|	Filimonas	|	649460 563835 1853229 1853228 976 68336 1783270 2 131567 
1	|	3074372	|	Selenobaculum	|	3074372 1843491 909929 909932 1239 1783272 2 131567 
1	|	59734	|	Empedobacter	|	59734 2762318 200644 117743 976 68336 1783270 2 131567 
1	|	2942980	|	Kehishuvirus	|	2942980 2942967 2942965 1978007 2731619 2731618 2731360 2731341 10239 
1	|	425	|	Methylosinus	|	425 31993 356 28211 1224 2 131567 
1	|	28250	|	Ornithobacterium	|	28250 2762318 200644 117743 976 68336 1783270 2 131567 
1	|	29407	|	Rhodoplanes	|	29407 45401 356 28211 1224 2 131567 
1	|	1769726	|	Niveibacterium	|	1769726 75787 206389 28216 1224 2 131567 
1	|	2948942	|	Valbvirus	|	2948942 2946167 2731619 2731618 2731360 2731341 10239 
1	|	28196	|	Arcobacter	|	28196 2808963 213849 3031852 29547 2 131567 
1	|	225842	|	Formosa	|	225842 49546 200644 117743 976 68336 1783270 2 131567 
1	|	232799	|	Iflavirus	|	232799 699189 464095 2732506 2732408 2732396 2559587 10239 
1	|	190818	|	Geoglobus	|	190818 2232 2231 183980 28890 3366610 2157 131567 
1	|	44249	|	Paenibacillus	|	44249 186822 1385 91061 1239 1783272 2 131567 
1	|	246875	|	Algoriphagus	|	246875 563798 768507 768503 976 68336 1783270 2 131567 
1	|	2948827	|	Moomoovirus	|	2948827 2946632 2731619 2731618 2731360 2731341 10239 
1	|	2716544	|	Chimaeribacter	|	2716544 1903411 91347 1236 1224 2 131567 
1	|	501022	|	Glaciibacter	|	501022 85023 85006 1760 201174 1783272 2 131567 
1	|	626	|	Xenorhabdus	|	626 1903414 91347 1236 1224 2 131567 
1	|	1079922	|	Commensalibacter	|	1079922 433 204441 28211 1224 2 131567 
1	|	2807511	|	Humisphaera	|	2807511 1771355 1771349 666505 203682 1783257 2 131567 
1	|	1524214	|	Vulgatibacter	|	1524214 1524213 80811 29 32015 2818505 2 131567 
1	|	2948899	|	Seejivirus	|	2948899 2976944 2942676 2731619 2731618 2731360 2731341 10239 
1	|	47	|	Archangium	|	47 39 80811 29 32015 2818505 2 131567 
1	|	165779	|	Anaerococcus	|	165779 1570339 1737405 1737404 1239 1783272 2 131567 
1	|	13134	|	Magnetospirillum	|	13134 41295 204441 28211 1224 2 131567 
1	|	558017	|	Betabaculovirus	|	558017 10442 2840070 2840056 10239 
1	|	53246	|	Pseudoalteromonas	|	53246 267888 135622 1236 1224 2 131567 
1	|	752201	|	Sphaerospermopsis	|	752201 1892259 1161 3028117 1117 1798711 1783272 2 131567 
1	|	2997349	|	Winslowiella	|	2997349 1903409 91347 1236 1224 2 131567 
1	|	28209	|	Chelatococcus	|	28209 2036754 356 28211 1224 2 131567 
1	|	2038635	|	Hyphococcus	|	2038635 255474 255473 28211 1224 2 131567 
1	|	914	|	Nitrosomonas	|	914 206379 32003 28216 1224 2 131567 
1	|	2003394	|	Alphaendornavirus	|	2003394 564644 2732544 2732461 2732406 2732396 2559587 10239 
1	|	204619	|	Candidatus Nardonella	|	204619 118884 1236 1224 2 131567 
1	|	2948855	|	Paopuvirus	|	2948855 2946642 2946165 2731619 2731618 2731360 2731341 10239 
1	|	3059504	|	Allocoprobacillus	|	3059504 128827 526525 526524 1239 1783272 2 131567 
1	|	2233	|	Archaeoglobus	|	2233 2232 2231 183980 28890 3366610 2157 131567 
1	|	1649475	|	Paludibaculum	|	1649475 1962910 332160 204432 57723 2 131567 
1	|	187	|	Aquaspirillum	|	187 2897176 206351 28216 1224 2 131567 
1	|	2709686	|	Novosphingopyxis	|	2709686 41297 204457 28211 1224 2 131567 
1	|	2560222	|	Sanovirus	|	2560222 2943001 2731619 2731618 2731360 2731341 10239 
1	|	2795775	|	Lignipirellula	|	2795775 2691357 2691354 203683 203682 1783257 2 131567 
1	|	1433997	|	Diaminobutyricimonas	|	1433997 85023 85006 1760 201174 1783272 2 131567 
1	|	393029	|	Desulfurispirillum	|	393029 189770 189769 118001 200938 2 131567 
1	|	1508657	|	Ruminiclostridium	|	1508657 216572 186802 186801 1239 1783272 2 131567 
1	|	2935559	|	Allomeiothermus	|	2935559 188786 68933 188787 1297 1783272 2 131567 
1	|	186667	|	Metavirus	|	186667 186665 2169561 2732514 2732409 2732397 2559587 10239 
1	|	2886347	|	Allocoleopsis	|	2886347 1892251 3079753 3028117 1117 1798711 1783272 2 131567 
1	|	2733128	|	Saclayvirus	|	2733128 2731619 2731618 2731360 2731341 10239 
1	|	46254	|	Oenococcus	|	46254 33958 186826 91061 1239 1783272 2 131567 
1	|	12195	|	Potyvirus	|	12195 39729 2732550 2732507 2732408 2732396 2559587 10239 
1	|	2995122	|	Leptogranulimonas	|	2995122 3153719 84999 84998 201174 1783272 2 131567 
1	|	2490452	|	Serpentinimonas	|	2490452 80864 80840 28216 1224 2 131567 
1	|	2733088	|	Alexandravirus	|	2733088 2731619 2731618 2731360 2731341 10239 
1	|	1546255	|	Mumia	|	1546255 85015 85009 1760 201174 1783272 2 131567 
1	|	165696	|	Novosphingobium	|	165696 41297 204457 28211 1224 2 131567 
1	|	2943291	|	Pseudemcibacter	|	2943291 2066491 2066490 28211 1224 2 131567 
1	|	57479	|	Microvirgula	|	57479 2897176 206351 28216 1224 2 131567 
1	|	1511648	|	Defluviitoga	|	1511648 1643949 1643947 188708 200918 2 131567 
1	|	2842889	|	Myducvirus	|	2842889 2842409 2731689 2731619 2731618 2731360 2731341 10239 
1	|	2733207	|	Ruthyvirus	|	2733207 2731619 2731618 2731360 2731341 10239 
1	|	100715	|	Chloroherpeton	|	100715 2968741 191411 191410 1090 68336 1783270 2 131567 
1	|	2732017	|	Epseptimavirus	|	2732017 2732013 2731690 2731619 2731618 2731360 2731341 10239 
1	|	150022	|	Finegoldia	|	150022 1570339 1737405 1737404 1239 1783272 2 131567 
1	|	2795777	|	Maioricimonas	|	2795777 126 112 203683 203682 1783257 2 131567 
1	|	2774146	|	Frigoriglobus	|	2774146 1914233 2691355 203683 203682 1783257 2 131567 
1	|	1678	|	Bifidobacterium	|	1678 31953 85004 1760 201174 1783272 2 131567 
1	|	1676125	|	Thermogutta	|	1676125 2691358 2691354 203683 203682 1783257 2 131567 
1	|	475230	|	Pullulanibacillus	|	475230 186821 1385 91061 1239 1783272 2 131567 
1	|	1906660	|	Candidatus Mikella	|	1906660 84563 191675 543 91347 1236 1224 2 131567 
